Compound CID,BioAssay AID,Substance SID,Activity,Protein GI (NCBI),NCBI Gene ID,Activity value (µM),Activity type,BioAssay Name,BioAssay Type,PMID,pIC50 (M)
10205,1271956,103222017,Active,,,3.0,IC50,Growth inhibition of human MCF7 cells by MTT assay,Confirmatory,26706169.0,5.522878745280337
10205,1517773,103222017,Active,,,4.1,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability incubated for 24 hrs by CellTiter-Glo luminescent cell viability assay,Confirmatory,31563013.0,5.3872161432802645
10205,1602996,103222017,Active,,,3.5,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 24 hrs by MTT assay,Confirmatory,30810041.0,5.455931955649724
10205,1602997,103222017,Active,,,3.5,IC50,Cytotoxicity against paclitaxel-resistant human MCF7/PTX cells assessed as reduction in cell viability after 24 hrs by MTT assay,Confirmatory,30810041.0,5.455931955649724
10205,1755841,103222017,Active,,,3.5,IC50,Antiproliferative activity against human MCF7 cells after 24 hrs by MTT assay,Confirmatory,33234343.0,5.455931955649724
10205,1951409,103222017,Active,,,3.5,IC50,Antiproliferative activity against human MCF7 cells assessed as cell growth inhibition measured after 24 hrs by MTT assay,Confirmatory,36846377.0,5.455931955649724
10205,1968312,103222017,Unspecified,,,12.2,IC50,Antitumor activity against human MCF7 cells assessed as cell growth inhibition,Confirmatory,36858050.0,4.913640169325252
107935,1326806,103544846,Unspecified,,,10.59,IC50,Cytotoxicity against human MCF7 cells assessed as cell growth inhibition after 24 hrs by MTT assay,Confirmatory,27376493.0,4.975104039892515
107935,1543586,103544846,Active,,,8.17,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,30784881.0,5.087777943467584
180510,356666,103599842,Active,,,8.7,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,14695798.0,5.060480747381382
5281654,1546537,103489401,Unspecified,,,10.3,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay,Confirmatory,31784199.0,4.987162775294828
5380645,102612,103323400,Unspecified,,,26.8,IC50,The compound was tested for antiproliferative activity against MCF-7 human breast cancer cells,Confirmatory,11720850.0,4.5718652059712115
5380645,638477,103323400,Unspecified,Q9UNQ0,9429.0,31.02,IC50,Inhibition of BCRP in human MCF7/MX cells assessed as Hoechst 33342 accumulation preincubated for 30 mins by Fluorometry,Confirmatory,22112540.0,4.508358206522414
5380645,1515152,103323400,Unspecified,,,50.0,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by CellTiter 96 AQueous one solution cell proliferation assay,Confirmatory,30482548.0,4.301029995663981
5280953,417455,103163980,Unspecified,,,72.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,18462839.0,4.142667503568732
5280953,1295598,103163980,Unspecified,,,70.7,IC50,Antiproliferative activity against human MCF7 cells after 24 hrs by MTT assay,Confirmatory,,4.150580586203101
5280953,1493939,103163980,Unspecified,,,10.78,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,29129513.0,4.96738123914928
5280953,1545852,103163980,Active,,,3.52,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,31546197.0,5.453457336521869
5280953,1627154,103163980,Unspecified,,,68.33,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell growth after 48 hrs by MTT assay,Confirmatory,27397495.0,4.165388579277312
5280953,1758385,103163980,Unspecified,,,16.94,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability incubated for 72 hrs by CCK-8 assay,Confirmatory,33744443.0,4.771086594005312
5280953,1890951,103163980,Unspecified,,,15.27,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability incubated for 72 hrs by CCK-8 assay,Confirmatory,35341920.0,4.816160962943579
160355,103422,103176908,Unspecified,,,11.1,IC50,In vitro cytotoxic effect on MCF-7 cancer cell line,Confirmatory,12392733.0,4.954677021213342
160355,103560,103176908,Unspecified,,,11.1,IC50,Cytotoxic property against MCF-7 cell line was determined,Confirmatory,12941319.0,4.954677021213342
160355,480429,103176908,Unspecified,,,14.7,IC50,Antiproliferative activity against human MCF7 cells after 3 days by SRB assay,Confirmatory,20361800.0,4.8326826652518236
160355,593051,103176908,Unspecified,,,55.01,IC50,Antiproliferative activity against human MCF7 cells expressing estrogen receptor after 48 hrs by WST-1 assay,Confirmatory,21440449.0,4.259558355050234
160355,693870,103176908,Unspecified,,,12.22,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by SRB assay,Confirmatory,23036956.0,4.912928794093465
160355,726978,103176908,Unspecified,,,11.0,IC50,Antiproliferative activity against human MCF7 cells,Confirmatory,23352483.0,4.958607314841775
160355,736126,103176908,Unspecified,,,20.2,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell viability after 72 hrs by calcien AM dye based fluorescence analysis,Confirmatory,23399722.0,4.694648630553377
160355,738807,103176908,Unspecified,,,12.3,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in number of viable cells after 72 hrs by fluorescence assay,Confirmatory,22770608.0,4.910094888560602
160355,749918,103176908,Active,,,3.98,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,23623491.0,5.400116927926312
160355,759833,103176908,Unspecified,,,12.3,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 72 hrs by calcein AM staining-based fluoroscence assay,Confirmatory,23829517.0,4.910094888560602
160355,771262,103176908,Unspecified,,,12.3,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by calcein-AM assay,Confirmatory,23981532.0,4.910094888560602
160355,1193744,103176908,Unspecified,,,11.0,IC50,Cytotoxicity against human MCF7 cells after 72 hrs using Calcein AM by fluorescence assay,Confirmatory,25757603.0,4.958607314841775
160355,1204502,103176908,Unspecified,,,19.6,IC50,Growth inhibition of human MCF7 cells after 72 hrs by MTS/PMS system based colorimetric assay,Confirmatory,25988923.0,4.707743928643524
160355,1271907,103176908,Unspecified,,,11.0,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell proliferation,Confirmatory,26698538.0,4.958607314841775
160355,1277147,103176908,Unspecified,,,27.2,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 72 hrs by fluorescence microplate reader method,Confirmatory,26741853.0,4.565431095965802
160355,1283443,103176908,Unspecified,,,12.25,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by calcein AM staining based fluorescence assay,Confirmatory,26851505.0,4.911863911299449
160355,1303955,103176908,Unspecified,,,12.3,IC50,Cytotoxicity against human MCF7 cells,Confirmatory,27189674.0,4.910094888560602
160355,1427272,103176908,Unspecified,,,10.2,IC50,Cytotoxicity against human MCF7 assessed as cell viability after 48 hrs by Hoechst 33342 staining based assay,Confirmatory,28214231.0,4.991399828238082
160355,1694199,103176908,Active,,,9.0,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability incubated for 48 hrs by Hoechst-33342 staining based cell counting method (Rvb > 25 microM),Confirmatory,33422908.0,5.045757490560675
160355,1809668,103176908,Active,,,9.0,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 48 hrs,Confirmatory,34601029.0,5.045757490560675
160355,2040423,103176908,Unspecified,P24941,,10.9,IC50,"Affinity Phenotypic Cellular interaction: (MTT assay (cytotoxicity using MCF7 cells, 72 h incubation)) EUB0000650a CDK2",Confirmatory,,4.962573502059376
92802,1443719,103556858,Unspecified,,,58.2,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 72 hrs by neutral red assay,Confirmatory,28318944.0,4.235077015350112
221493,388090,103484622,Unspecified,,,50.0,IC50,Antiproliferative activity against human MCF7 cells by MTT assay,Confirmatory,18805690.0,4.301029995663981
5315459,1877612,103489647,Unspecified,,,26.5,IC50,Cytotoxicity against human MCF7 cells measured after 24 hrs by MTT assay,Confirmatory,34875389.0,4.576754126063192
65110,742340,103619478,Unspecified,,,900.512,IC50,SANGER: Inhibition of human MCF7 cell growth in a cell viability assay.,Confirmatory,,3.0455104955051264
65752,2032381,103290307,Unspecified,,,74.5,IC50,Antiproliferative activity against human MCF7 cells assessed as cell growth inhibition incubated for 48 hrs by MTT assay,Confirmatory,36375335.0,4.127843727251707
5472440,1752494,103637589,Unspecified,,,162.3,IC50,Antiproliferative activity against human MCF7 cells assessed as cell viability for 72 hrs by MTT assay,Confirmatory,34454129.0,3.789681480173768
71454955,695957,163323815,Active,,,6.84,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,23022281.0,5.164943898279883
70775,1196422,103330346,Unspecified,,,30.0,IC50,Growth inhibition of human MCF7 cells after 72 hrs by MTT assay,Confirmatory,25559204.0,4.522878745280337
9801811,502768,103507230,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTS reduction assay,Confirmatory,20704331.0,4.301029995663981
2719,406391,103169732,Unspecified,,,12.0,IC50,Cytotoxicity against human MCF7 cells assessed as [3H]hypoxanthine incorporation,Confirmatory,18512987.0,4.920818753952375
2719,453922,103169732,Unspecified,,,36.1,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,19892554.0,4.442492798094342
2719,1234220,103169732,Unspecified,,,23.43,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell number incubated for 72 hrs,Confirmatory,26135471.0,4.6302277114030375
2719,1377006,103169732,Unspecified,,,38.44,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 48 hrs by SRB assay,Confirmatory,28586716.0,4.415216621003492
2719,1903646,103169732,Unspecified,,,13.2,IC50,Antiproliferative activity against human MCF7 cells measured after 2 days by SRB assay,Confirmatory,35231830.0,4.87942606879415
1548943,1495472,103248360,Unspecified,,,49.97,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,29685681.0,4.301290650557413
1548943,1923971,103248360,Unspecified,,,100.0,IC50,Antiproliferative activity in human MCF7 cells assessed as cell growth inhibition by MTT assay,Confirmatory,33508189.0,4.0
1548943,1987306,103248360,Unspecified,,,53.0,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell growth incubated for 24 hrs by MTT assay,Confirmatory,37000154.0,4.275724130399211
637080,467754,103738133,Unspecified,,,30.0,IC50,Cytotoxicity against human MCF7 cells by WST-1 assay,Confirmatory,19836230.0,4.522878745280337
637080,467755,103738133,Unspecified,,,30.0,IC50,Cytotoxicity against human tamoxifen-resistant MCF7 cells by WST-1 assay,Confirmatory,19836230.0,4.522878745280337
637080,467756,103738133,Unspecified,,,30.0,IC50,Cytotoxicity against human adriamycin- resistant MCF7 cells by WST-1 assay,Confirmatory,19836230.0,4.522878745280337
5281406,1887382,103580599,Active,,,2.0,IC50,Antiproliferative activity human MCF7 cells assessed as inhibition of cell proliferation incubated for 24 hrs by MTT assay,Confirmatory,36154031.0,5.698970004336019
11596309,1453611,103636711,Active,,,7.62,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 24 hrs by MTS assay,Confirmatory,28522265.0,5.1180450286604
3220,1164704,103219982,Unspecified,,,317.4,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by PrestoBlue cell viability assay,Confirmatory,25226568.0,3.4983930775811705
275196,1165121,103462008,Unspecified,,,57.0,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 48 hrs by methylene blue staining-based assay,Confirmatory,25240616.0,4.2441251443275085
275196,1173392,103462008,Unspecified,,,42.3,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTS assay,Confirmatory,25453814.0,4.373659632624958
275196,1236570,103462008,Unspecified,,,42.3,IC50,Cytotoxicity against human MCF7 cells,Confirmatory,25811651.0,4.373659632624958
275196,1386576,103462008,Unspecified,,,18.8,IC50,Antiproliferative activity against human MCF7 cells after 6 days by MTT assay,Confirmatory,30156410.0,4.72584215073632
275196,1386591,103462008,Unspecified,,,42.0,IC50,Cytotoxicity against human MCF7 cells,Confirmatory,30156410.0,4.376750709602099
275196,2006906,103462008,Unspecified,,,42.0,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell proliferation,Confirmatory,38352836.0,4.376750709602099
1150,1504000,103164089,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability by cell titer 96 aqueous one solution based assay,Confirmatory,29057053.0,4.301029995663981
442342,1286193,103463619,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,26690274.0,5.0
3806,1156517,103222861,Unspecified,,,16.5,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell viability after 48 hrs by MTT assay,Confirmatory,24953027.0,4.782516055786093
3806,1271956,103222861,Unspecified,,,13.0,IC50,Growth inhibition of human MCF7 cells by MTT assay,Confirmatory,26706169.0,4.886056647693163
3806,1968312,103222861,Unspecified,,,16.5,IC50,Antitumor activity against human MCF7 cells assessed as cell growth inhibition,Confirmatory,36858050.0,4.782516055786093
5281703,1379991,103180235,Unspecified,,,28.0,IC50,Cytotoxicity in human MCF7 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,Confirmatory,28987604.0,4.552841968657781
5281703,1588491,103180235,Unspecified,,,30.0,IC50,Antiproliferative activity against human MCF7 cells incubated for 72 hrs by MTT assay,Confirmatory,31300317.0,4.522878745280337
5281703,1917835,103180235,Active,,,0.03,IC50,Antiproliferative activity against human MCF7 cells incubated for 72 hrs by MTT assay,Confirmatory,36205223.0,7.522878745280337
5281703,1927612,103180235,Unspecified,,,30.0,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell viability incubated for 72 hrs by MTT assay,Confirmatory,32707525.0,4.522878745280337
5281703,1939032,103180235,Unspecified,,,30.0,IC50,Antiproliferative activity in human MCF7 cells assessed as cell growth inhibition,Confirmatory,34411892.0,4.522878745280337
5324476,402711,103445701,Unspecified,,,18.51,IC50,Cytotoxicity against human MCF7,Confirmatory,16038556.0,4.732593581247096
5324476,669361,103445701,Unspecified,,,75.34,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTS assay,Confirmatory,22546674.0,4.1229743841327515
9863776,606022,103743338,Active,,,3.8,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTS assay,Confirmatory,21513293.0,5.42021640338319
5316802,1453611,124973269,Active,,,9.15,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 24 hrs by MTS assay,Confirmatory,28522265.0,5.0385789059335515
688857,502768,103560279,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTS reduction assay,Confirmatory,20704331.0,4.301029995663981
3386,1674935,103165728,Active,,,0.01,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell growth,Confirmatory,32738968.0,8.0
